feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,Class
0.2453228030358836,-2.3514849910774087,0.21729050972467556,0.029281639856705483,0.7795860012323907,1.324517749556286,-2.940111918312663,-1.1811210398670169,-4.142179069016174,-1.641030319174809,1.5133625753752162,-2.0366087844971204,1
-1.8814076497947,-2.4624945176812627,-0.8241782798004911,-1.0812659295458893,-1.8405743042118703,1.8466167923834018,-0.7058063397056741,0.693425650511468,-1.983171037598921,-1.6697158019529423,1.1402144905711982,-3.712413040779133,0
2.2537890564175123,2.279318199339234,-0.8595557739522429,-0.6070463017262211,0.45156071092893213,-2.684592096245927,-0.6873591956241849,1.8666036936967205,3.964115372256578,0.6133213139763849,-2.1419179990128,1.9277789802857241,1
-2.851020006604865,-1.7673994189134232,-2.3924848315411182,1.424812186366273,0.3756807236283288,1.2318624150474102,-1.4836007250584977,1.1870945595266151,-2.145558442406555,2.949995580403629,1.6580319182959706,-0.9710065434285446,0
-0.3767346492998842,-1.495859837265853,-0.9181996526405863,-0.6468217753169699,1.4196597467338414,1.2273648750545882,-0.7108640139660161,0.10080547225317804,-2.849767320018203,-4.949014770653051,0.9631764817994193,-3.2195843863567473,1
0.9766197346737975,1.5718820956807105,0.8637663853644267,-1.021627588920566,0.3607710254615828,-0.9164269824948236,0.8305797882537833,-0.4626429063962947,1.5502258475051667,1.0357759247107108,-0.9003059955455447,1.9803872190935372,1
-1.2568084983481367,-1.1746183069796432,0.0214602600249777,-0.05965401030449736,-0.4881244028032534,0.0740629013997297,-0.7344392106951726,1.5459104361228297,-0.0538734368868044,0.8987470209454709,0.6842238915846228,-0.9022929005863363,0
-2.7199405129166108,-1.8154789390925825,-0.17276669061050715,0.36940006634770517,-0.8464926489042435,3.0946471154996047,-1.7634631058065997,0.4806146162476215,-3.5387327399076582,-1.2326234981404818,0.7920183528172366,-4.653848387659872,0
0.2696613504833083,-1.8381951195816897,-1.349487704280264,0.8391109225716529,-1.4559760441415124,-0.4823176208812754,-1.3622367726108,2.1502300165469834,0.5746307737223217,-2.8009454486761327,0.21649268407808742,-2.7126808361096093,1
-0.17757738363896125,-1.8329550108142811,-0.7749325381750329,-0.6058085741543605,0.5295596185401213,-1.044569658746248,-1.4454941040493283,1.3622419589332562,-0.2564367441309419,1.0911657388918772,1.4148821997926482,0.47144361881746244,0
0.14185232746521503,-1.3807665725076355,0.7727814664596581,-0.023717762536903313,1.8329664316537009,-2.4533966029330467,-0.7330480966126282,3.732195834868859,1.6318980849596723,-1.9467624223527606,0.9756981722328457,-0.11882951650087854,1
-1.7777658772284548,-1.5625577430636022,-0.8391465791708572,0.4042119146002209,1.694916184136408,2.0126284739554907,-2.8194438989955533,-0.2581211842084483,-4.317894897242442,0.8293520061393815,1.459993010873138,-1.8612621907618523,0
2.4108006530222745,-2.162435530703182,0.7383368600316264,0.3408163943331779,3.6508334574610437,-1.5754680998116986,-1.3650767485547912,-3.837269422593549,-3.6397160185791817,2.663445407768392,3.337043409939337,5.388417181667214,1
-2.596176376324823,-1.5091460306463016,-0.4705826564233987,0.7022623719135461,-2.152052709877146,3.938266054025701,0.010493169221534426,-0.9257329979134102,-3.535508608486258,-2.818029117861221,0.43833900379411084,-5.278577873437382,1
1.043481300805281,0.44936963155696075,-2.997073439243503,-1.9198704101423343,1.6127829468828354,-2.04602812109918,-1.1773731380467212,2.71601253624347,1.945688472684596,-1.4809297383647593,-0.6192161013628096,0.08437216303127272,1
2.6333022125102903,3.3681284375783855,-0.03713844494438515,-1.2055232791399972,-0.15568233729240855,-1.9444974475644756,-0.6809397254386793,0.4891680846078791,3.7368618088831003,1.3704493752611362,-3.0409811905948976,2.114559653225475,1
2.5309427326053564,1.717498394722475,-2.7047045204249254,-1.4589264545175509,-0.3887069622721313,-2.056320797528772,-0.5087733212514878,1.3487844253115695,3.346944338826954,-1.6332891585804443,-2.1346361999757284,0.4221996864800799,1
0.3137994146609838,1.597901597056544,0.6606311230264938,-1.4239138406470426,0.6745437499615625,1.1865649854788907,0.022073912068185875,-2.010069897233151,-1.2287927779298686,0.31029457805911864,-0.9025246701773512,0.27408811338363565,1
-0.7838560920220556,1.0775616929034366,-1.4069690111770783,1.0167258560044263,0.4009941581676115,1.6644182993218466,-2.218804421583605,-0.704029139171735,-1.824388129318177,2.537667120315578,-0.8486216019203378,-0.6771375706487097,0
-1.4389547392391688,-1.867673918626839,0.347488584140919,-0.4519837469385462,1.1532743658702742,1.5394053852800516,-1.5729725800828076,-0.6571781225821329,-3.655499391665008,0.4661748098483781,1.7968099113513012,-1.141732420011317,0
-1.3091454687600623,-0.16883152859303718,-1.3958984607370188,-0.30040395851877405,1.3225124605900336,0.7773359167776691,-0.5787056400783066,0.6174021526688411,-1.346653571805636,0.04916297944015657,0.440113506871688,-0.8810758541157391,0
0.4187276019109395,-2.2611175044774514,-1.0560351842648052,0.10293064847879732,-2.3130216508802945,-2.363577955369226,-0.06093217657318273,3.5692984877100997,3.2949443500848035,-1.5124991280640199,0.5909086969071592,-0.9463651748747185,1
-2.5930352361456865,3.103860075421551,0.19645108104365847,0.41196504454313526,1.2301898966901859,-0.3372252853471629,1.5623270109994887,4.191340621024867,3.5366095829911317,0.8273464203860355,-2.114860456185375,-0.7221614071581021,0
-1.2941740003968754,-0.21555013185307637,0.43475052987282753,-1.5420092560496208,-2.4771438900375333,1.272754365462359,1.8638960438476264,-0.04414950013320673,0.5109550706886653,-0.9784732491994381,-0.27514775153253435,-1.854589388234174,0
1.0050772355291266,2.116745163139746,-1.3898834220721428,-0.6333480705013974,1.309503893135494,0.6467229352313373,-1.9073237981413298,-0.27503769436885794,-0.6104222506838506,-1.132479505300439,-1.940470598503636,-1.0828483327804643,1
3.3756788147858785,0.8313957808216061,0.057329747937781554,1.0866698988430352,7.279801300489428,-1.705282229665395,-0.24820991558552696,-7.013409019293521,-4.612315925085489,5.506661723064091,2.847346362568479,9.864470981049232,1
-0.7996653904120212,-1.6272380516158118,-1.4630720727731958,0.20312632765055458,2.7168440832144114,-1.1776949648949278,-1.408116276805102,3.0807445154679645,-0.48863884744266417,-1.7003274769942331,1.4579668142119862,-0.87913486099655,1
