dataset,balance_method,wasserstein_mean,kl_divergence_mean,pairwise_real_real,pairwise_synth_synth,pairwise_real_synth
Clean_mdlon,ctgan,0.5679187832223317,0.5022492477020191,31.522424047339804,42.33539790050214,39.24792483882399
Clean_mdlon,ctgan,0.5744879574767302,0.5094505465678065,31.54717053114322,41.92829077428039,38.720721967208895
Clean_mdlon,ctgan,0.6015651842309687,0.5785327305759631,31.378547385211593,41.89509711355675,39.138906159574375
Clean_mdlon,ctgan,0.5885444769514663,0.5586951989841317,31.21205335436371,42.07395283621987,39.15840287513711
Clean_mdlon,ctgan,0.6086943692472204,0.5700745238602527,31.453317851243476,41.04386059661198,38.23182144565367
Clean_mdlon,ctgan,0.5847998718853699,0.516526224441225,31.522424047339804,42.66944727767326,39.45676947237182
Clean_mdlon,ctgan,0.5920763698233399,0.5253949594098503,31.54717053114322,41.70451293094049,38.89088875418313
Clean_mdlon,ctgan,0.592872853399336,0.5722371220468234,31.378547385211593,41.36286353371516,38.6703344604788
Clean_mdlon,ctgan,0.5983363636987173,0.5683688462912508,31.21205335436371,41.77777062796493,39.05691126098144
Clean_mdlon,ctgan,0.6026213280245188,0.5764611829361488,31.453317851243476,40.734035853760865,38.09420246294283
