dataset,balance_method,wasserstein_mean,kl_divergence_mean,pairwise_real_real,pairwise_synth_synth,pairwise_real_synth
Clean_mdlon,ctgan_filtered,0.02016362047441543,0.0031953224209740347,31.64570803740675,31.631749660619267,31.59143616957931
Clean_mdlon,ctgan_filtered,0.02013629375118825,0.003222782856043666,31.64113606246554,31.661697463534363,31.607305847990624
Clean_mdlon,ctgan_filtered,0.02018650753161857,0.003233103395640981,31.63574804093424,31.550193418784787,31.546041125182928
Clean_mdlon,ctgan_filtered,0.02049787042458609,0.0033232909482613718,31.621563651296682,31.53538815026447,31.534097085822225
Clean_mdlon,ctgan_filtered,0.020331222707377826,0.003266224132982832,31.626473692508576,31.596434215650728,31.567639708002165
Clean_mdlon,ctgan_filtered,0.18744681756376042,3.386620252762501,31.052857125811887,31.284678793932475,30.473496131068526
Clean_mdlon,ctgan_filtered,0.20845984648084406,4.132267308322592,31.590771048187783,31.337676028759798,30.970990169593424
Clean_mdlon,ctgan_filtered,0.1582922764938562,2.4353745962245,31.13362963703679,31.34786925907797,30.73823033650562
Clean_mdlon,ctgan_filtered,0.20685787942435052,4.144034927203766,31.184510457253573,31.02997554992327,30.54158056508199
Clean_mdlon,ctgan_filtered,0.19968720097842715,3.8509673578768115,31.353918424388358,31.32196570249736,30.86362715088043
Clean_mdlon,ctgan_filtered,0.18744681756376042,3.386620252762501,31.052857125811887,31.284678793932475,30.473496131068526
Clean_mdlon,ctgan_filtered,0.20845984648084406,4.132267308322592,31.590771048187783,31.337676028759798,30.970990169593424
Clean_mdlon,ctgan_filtered,0.1582922764938562,2.4353745962245,31.13362963703679,31.34786925907797,30.73823033650562
Clean_mdlon,ctgan_filtered,0.20685787942435052,4.144034927203766,31.184510457253573,31.02997554992327,30.54158056508199
Clean_mdlon,ctgan_filtered,0.19968720097842715,3.8509673578768115,31.353918424388358,31.32196570249736,30.86362715088043
